home_team,away_team,home_score,away_score,Round,Year,result,home_rank,home_points,away_rank,away_points,home_win_rate,home_avg_goals,home_avg_conceded,away_win_rate,away_avg_goals,away_avg_conceded
Denmark,Tunisia,0,0,Group stage,2022,1,21.0,1619.474248,46.0,1476.405088,0.391304347826087,1.3478260869565215,1.2608695652173914,0.1666666666666666,0.7777777777777778,1.4444444444444444
Mexico,Poland,0,0,Group stage,2022,1,14.0,1687.481759,36.0,1526.183359,0.2833333333333333,1.0333333333333334,1.6833333333333331,0.4473684210526316,1.2894736842105263,1.3157894736842106
France,Australia,4,1,Group stage,2022,2,3.0,1869.428449,27.0,1579.34264,0.5342465753424658,1.8630136986301369,1.1643835616438356,0.2,0.85,1.85
England,IR Iran,6,2,Group stage,2022,2,4.0,1827.048678,20.0,1619.58163,0.4324324324324324,1.4054054054054057,0.918918918918919,0.1666666666666666,0.7222222222222222,1.7222222222222223
Senegal,Netherlands,0,2,Group stage,2022,0,15.0,1686.412769,8.0,1751.097835,0.4166666666666667,1.3333333333333333,1.4166666666666667,0.5454545454545454,1.7454545454545454,0.9454545454545454
Qatar,Ecuador,0,2,Group stage,2022,0,57.0,1450.307729,23.0,1598.51582,0.0,0.3333333333333333,2.333333333333333,0.3846153846153846,1.0769230769230769,1.0769230769230769
France,Croatia,4,2,Final,2018,2,3.0,1869.428449,11.0,1714.865572,0.5342465753424658,1.8630136986301369,1.1643835616438356,0.4333333333333333,1.4333333333333331,1.1
Belgium,England,2,0,Third-place match,2018,2,9.0,1742.235945,4.0,1827.048678,0.4117647058823529,1.3529411764705883,1.4509803921568627,0.4324324324324324,1.4054054054054057,0.918918918918919
Croatia,England,2,1,Semi-finals,2018,2,11.0,1714.865572,4.0,1827.048678,0.4333333333333333,1.4333333333333331,1.1,0.4324324324324324,1.4054054054054057,0.918918918918919
France,Belgium,1,0,Semi-finals,2018,2,3.0,1869.428449,9.0,1742.235945,0.5342465753424658,1.8630136986301369,1.1643835616438356,0.4117647058823529,1.3529411764705883,1.4509803921568627
Sweden,England,0,2,Quarter-finals,2018,0,38.0,1509.785392,4.0,1827.048678,0.3725490196078431,1.568627450980392,1.431372549019608,0.4324324324324324,1.4054054054054057,0.918918918918919
Russia,Croatia,2,2,Quarter-finals,2018,1,35.0,1527.237131,11.0,1714.865572,0.2857142857142857,1.7142857142857142,1.4285714285714286,0.4333333333333333,1.4333333333333331,1.1
Uruguay,France,0,2,Quarter-finals,2018,0,16.0,1673.068603,3.0,1869.428449,0.423728813559322,1.5084745762711864,1.2881355932203389,0.5342465753424658,1.8630136986301369,1.1643835616438356
Brazil,Belgium,1,2,Quarter-finals,2018,0,6.0,1765.856297,9.0,1742.235945,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.4117647058823529,1.3529411764705883,1.4509803921568627
Sweden,Switzerland,1,0,Round of 16,2018,2,38.0,1509.785392,19.0,1650.064179,0.3725490196078431,1.568627450980392,1.431372549019608,0.3414634146341463,1.3414634146341464,1.7804878048780488
Colombia,England,1,1,Round of 16,2018,1,13.0,1698.351858,4.0,1827.048678,0.4090909090909091,1.4545454545454546,1.3636363636363635,0.4324324324324324,1.4054054054054057,0.918918918918919
Brazil,Mexico,2,0,Round of 16,2018,2,6.0,1765.856297,14.0,1687.481759,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.2833333333333333,1.0333333333333334,1.6833333333333331
Belgium,Japan,3,2,Round of 16,2018,2,9.0,1742.235945,18.0,1661.576187,0.4117647058823529,1.3529411764705883,1.4509803921568627,0.28,1.0,1.32
Spain,Russia,1,1,Round of 16,2018,1,2.0,1873.013187,35.0,1527.237131,0.4626865671641791,1.611940298507463,1.1194029850746268,0.2857142857142857,1.7142857142857142,1.4285714285714286
Croatia,Denmark,1,1,Round of 16,2018,1,11.0,1714.865572,21.0,1619.474248,0.4333333333333333,1.4333333333333331,1.1,0.391304347826087,1.3478260869565215,1.2608695652173914
France,Argentina,4,3,Round of 16,2018,2,3.0,1869.428449,1.0,1876.118331,0.5342465753424658,1.8630136986301369,1.1643835616438356,0.5340909090909091,1.7272727272727273,1.1477272727272727
Uruguay,Portugal,2,1,Round of 16,2018,2,16.0,1673.068603,5.0,1766.177547,0.423728813559322,1.5084745762711864,1.2881355932203389,0.4857142857142857,1.7428571428571429,1.1714285714285717
Japan,Poland,0,1,Group stage,2018,0,18.0,1661.576187,36.0,1526.183359,0.28,1.0,1.32,0.4473684210526316,1.2894736842105263,1.3157894736842106
Senegal,Colombia,0,1,Group stage,2018,0,15.0,1686.412769,13.0,1698.351858,0.4166666666666667,1.3333333333333333,1.4166666666666667,0.4090909090909091,1.4545454545454546,1.3636363636363635
England,Belgium,0,1,Group stage,2018,0,4.0,1827.048678,9.0,1742.235945,0.4324324324324324,1.4054054054054057,0.918918918918919,0.4117647058823529,1.3529411764705883,1.4509803921568627
Panama,Tunisia,1,2,Group stage,2018,0,34.0,1539.155509,46.0,1476.405088,0.0,0.6666666666666666,3.6666666666666665,0.1666666666666666,0.7777777777777778,1.4444444444444444
Korea Republic,Germany,2,0,Group stage,2018,2,25.0,1591.630886,10.0,1735.771984,0.1842105263157894,1.0263157894736843,2.0526315789473686,0.6607142857142857,2.25,1.1964285714285714
Mexico,Sweden,0,3,Group stage,2018,0,14.0,1687.481759,38.0,1509.785392,0.2833333333333333,1.0333333333333334,1.6833333333333331,0.3725490196078431,1.568627450980392,1.431372549019608
Switzerland,Costa Rica,2,2,Group stage,2018,1,19.0,1650.064179,52.0,1457.00228,0.3414634146341463,1.3414634146341464,1.7804878048780488,0.2857142857142857,1.0476190476190477,1.8571428571428568
Serbia,Brazil,0,2,Group stage,2018,0,43.0,1502.133186,6.0,1765.856297,0.2222222222222222,1.0,1.6666666666666667,0.6666666666666666,2.0789473684210527,0.9473684210526316
Australia,Peru,0,2,Group stage,2018,0,27.0,1579.34264,51.0,1459.390555,0.2,0.85,1.85,0.2777777777777778,1.1666666666666667,1.8333333333333333
Denmark,France,0,0,Group stage,2018,1,21.0,1619.474248,3.0,1869.428449,0.391304347826087,1.3478260869565215,1.2608695652173914,0.5342465753424658,1.8630136986301369,1.1643835616438356
Iceland,Croatia,1,2,Group stage,2018,0,74.0,1343.920201,11.0,1714.865572,0.0,0.6666666666666666,1.6666666666666667,0.4333333333333333,1.4333333333333331,1.1
Nigeria,Argentina,1,2,Group stage,2018,0,26.0,1586.688586,1.0,1876.118331,0.2857142857142857,1.0952380952380951,1.4285714285714286,0.5340909090909091,1.7272727272727273,1.1477272727272727
Saudi Arabia,Egypt,2,1,Group stage,2018,2,61.0,1421.538339,29.0,1562.367246,0.2105263157894736,0.7368421052631579,2.3157894736842106,0.0,0.7142857142857143,1.7142857142857142
Uruguay,Russia,3,0,Group stage,2018,2,16.0,1673.068603,35.0,1527.237131,0.423728813559322,1.5084745762711864,1.2881355932203389,0.2857142857142857,1.7142857142857142,1.4285714285714286
Spain,Morocco,2,2,Group stage,2018,1,2.0,1873.013187,7.0,1755.100232,0.4626865671641791,1.611940298507463,1.1194029850746268,0.217391304347826,0.8695652173913043,1.173913043478261
IR Iran,Portugal,1,1,Group stage,2018,1,20.0,1619.58163,5.0,1766.177547,0.1666666666666666,0.7222222222222222,1.7222222222222223,0.4857142857142857,1.7428571428571429,1.1714285714285717
England,Panama,6,1,Group stage,2018,2,4.0,1827.048678,34.0,1539.155509,0.4324324324324324,1.4054054054054057,0.918918918918919,0.0,0.6666666666666666,3.6666666666666665
Japan,Senegal,2,2,Group stage,2018,1,18.0,1661.576187,15.0,1686.412769,0.28,1.0,1.32,0.4166666666666667,1.3333333333333333,1.4166666666666667
Poland,Colombia,0,3,Group stage,2018,0,36.0,1526.183359,13.0,1698.351858,0.4473684210526316,1.2894736842105263,1.3157894736842106,0.4090909090909091,1.4545454545454546,1.3636363636363635
Belgium,Tunisia,5,2,Group stage,2018,2,9.0,1742.235945,46.0,1476.405088,0.4117647058823529,1.3529411764705883,1.4509803921568627,0.1666666666666666,0.7777777777777778,1.4444444444444444
Korea Republic,Mexico,1,2,Group stage,2018,0,25.0,1591.630886,14.0,1687.481759,0.1842105263157894,1.0263157894736843,2.0526315789473686,0.2833333333333333,1.0333333333333334,1.6833333333333331
Germany,Sweden,2,1,Group stage,2018,2,10.0,1735.771984,38.0,1509.785392,0.6607142857142857,2.25,1.1964285714285714,0.3725490196078431,1.568627450980392,1.431372549019608
Brazil,Costa Rica,2,0,Group stage,2018,2,6.0,1765.856297,52.0,1457.00228,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.2857142857142857,1.0476190476190477,1.8571428571428568
Nigeria,Iceland,2,0,Group stage,2018,2,26.0,1586.688586,74.0,1343.920201,0.2857142857142857,1.0952380952380951,1.4285714285714286,0.0,0.6666666666666666,1.6666666666666667
Serbia,Switzerland,1,2,Group stage,2018,0,43.0,1502.133186,19.0,1650.064179,0.2222222222222222,1.0,1.6666666666666667,0.3414634146341463,1.3414634146341464,1.7804878048780488
Denmark,Australia,1,1,Group stage,2018,1,21.0,1619.474248,27.0,1579.34264,0.391304347826087,1.3478260869565215,1.2608695652173914,0.2,0.85,1.85
France,Peru,1,0,Group stage,2018,2,3.0,1869.428449,51.0,1459.390555,0.5342465753424658,1.8630136986301369,1.1643835616438356,0.2777777777777778,1.1666666666666667,1.8333333333333333
Argentina,Croatia,0,3,Group stage,2018,0,1.0,1876.118331,11.0,1714.865572,0.5340909090909091,1.7272727272727273,1.1477272727272727,0.4333333333333333,1.4333333333333331,1.1
Portugal,Morocco,1,0,Group stage,2018,2,5.0,1766.177547,7.0,1755.100232,0.4857142857142857,1.7428571428571429,1.1714285714285717,0.217391304347826,0.8695652173913043,1.173913043478261
Uruguay,Saudi Arabia,1,0,Group stage,2018,2,16.0,1673.068603,61.0,1421.538339,0.423728813559322,1.5084745762711864,1.2881355932203389,0.2105263157894736,0.7368421052631579,2.3157894736842106
IR Iran,Spain,0,1,Group stage,2018,0,20.0,1619.58163,2.0,1873.013187,0.1666666666666666,0.7222222222222222,1.7222222222222223,0.4626865671641791,1.611940298507463,1.1194029850746268
Colombia,Japan,1,2,Group stage,2018,0,13.0,1698.351858,18.0,1661.576187,0.4090909090909091,1.4545454545454546,1.3636363636363635,0.28,1.0,1.32
Poland,Senegal,1,2,Group stage,2018,0,36.0,1526.183359,15.0,1686.412769,0.4473684210526316,1.2894736842105263,1.3157894736842106,0.4166666666666667,1.3333333333333333,1.4166666666666667
Russia,Egypt,3,1,Group stage,2018,2,35.0,1527.237131,29.0,1562.367246,0.2857142857142857,1.7142857142857142,1.4285714285714286,0.0,0.7142857142857143,1.7142857142857142
Sweden,Korea Republic,1,0,Group stage,2018,2,38.0,1509.785392,25.0,1591.630886,0.3725490196078431,1.568627450980392,1.431372549019608,0.1842105263157894,1.0263157894736843,2.0526315789473686
Belgium,Panama,3,0,Group stage,2018,2,9.0,1742.235945,34.0,1539.155509,0.4117647058823529,1.3529411764705883,1.4509803921568627,0.0,0.6666666666666666,3.6666666666666665
Tunisia,England,1,2,Group stage,2018,0,46.0,1476.405088,4.0,1827.048678,0.1666666666666666,0.7777777777777778,1.4444444444444444,0.4324324324324324,1.4054054054054057,0.918918918918919
Costa Rica,Serbia,0,1,Group stage,2018,0,52.0,1457.00228,43.0,1502.133186,0.2857142857142857,1.0476190476190477,1.8571428571428568,0.2222222222222222,1.0,1.6666666666666667
Germany,Mexico,0,1,Group stage,2018,0,10.0,1735.771984,14.0,1687.481759,0.6607142857142857,2.25,1.1964285714285714,0.2833333333333333,1.0333333333333334,1.6833333333333331
Brazil,Switzerland,1,1,Group stage,2018,1,6.0,1765.856297,19.0,1650.064179,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.3414634146341463,1.3414634146341464,1.7804878048780488
France,Australia,2,1,Group stage,2018,2,3.0,1869.428449,27.0,1579.34264,0.5342465753424658,1.8630136986301369,1.1643835616438356,0.2,0.85,1.85
Argentina,Iceland,1,1,Group stage,2018,1,1.0,1876.118331,74.0,1343.920201,0.5340909090909091,1.7272727272727273,1.1477272727272727,0.0,0.6666666666666666,1.6666666666666667
Peru,Denmark,0,1,Group stage,2018,0,51.0,1459.390555,21.0,1619.474248,0.2777777777777778,1.1666666666666667,1.8333333333333333,0.391304347826087,1.3478260869565215,1.2608695652173914
Croatia,Nigeria,2,0,Group stage,2018,2,11.0,1714.865572,26.0,1586.688586,0.4333333333333333,1.4333333333333331,1.1,0.2857142857142857,1.0952380952380951,1.4285714285714286
Egypt,Uruguay,0,1,Group stage,2018,0,29.0,1562.367246,16.0,1673.068603,0.0,0.7142857142857143,1.7142857142857142,0.423728813559322,1.5084745762711864,1.2881355932203389
Morocco,IR Iran,0,1,Group stage,2018,0,7.0,1755.100232,20.0,1619.58163,0.217391304347826,0.8695652173913043,1.173913043478261,0.1666666666666666,0.7222222222222222,1.7222222222222223
Portugal,Spain,3,3,Group stage,2018,1,5.0,1766.177547,2.0,1873.013187,0.4857142857142857,1.7428571428571429,1.1714285714285717,0.4626865671641791,1.611940298507463,1.1194029850746268
Russia,Saudi Arabia,5,0,Group stage,2018,2,35.0,1527.237131,61.0,1421.538339,0.2857142857142857,1.7142857142857142,1.4285714285714286,0.2105263157894736,0.7368421052631579,2.3157894736842106
Germany,Argentina,1,0,Final,2014,2,10.0,1735.771984,1.0,1876.118331,0.6607142857142857,2.25,1.1964285714285714,0.5340909090909091,1.7272727272727273,1.1477272727272727
Brazil,Netherlands,0,3,Third-place match,2014,0,6.0,1765.856297,8.0,1751.097835,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.5454545454545454,1.7454545454545454,0.9454545454545454
Netherlands,Argentina,0,0,Semi-finals,2014,1,8.0,1751.097835,1.0,1876.118331,0.5454545454545454,1.7454545454545454,0.9454545454545454,0.5340909090909091,1.7272727272727273,1.1477272727272727
Brazil,Germany,1,7,Semi-finals,2014,0,6.0,1765.856297,10.0,1735.771984,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.6607142857142857,2.25,1.1964285714285714
Argentina,Belgium,1,0,Quarter-finals,2014,2,1.0,1876.118331,9.0,1742.235945,0.5340909090909091,1.7272727272727273,1.1477272727272727,0.4117647058823529,1.3529411764705883,1.4509803921568627
Netherlands,Costa Rica,0,0,Quarter-finals,2014,1,8.0,1751.097835,52.0,1457.00228,0.5454545454545454,1.7454545454545454,0.9454545454545454,0.2857142857142857,1.0476190476190477,1.8571428571428568
France,Germany,0,1,Quarter-finals,2014,0,3.0,1869.428449,10.0,1735.771984,0.5342465753424658,1.8630136986301369,1.1643835616438356,0.6607142857142857,2.25,1.1964285714285714
Brazil,Colombia,2,1,Quarter-finals,2014,2,6.0,1765.856297,13.0,1698.351858,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.4090909090909091,1.4545454545454546,1.3636363636363635
Argentina,Switzerland,1,0,Round of 16,2014,2,1.0,1876.118331,19.0,1650.064179,0.5340909090909091,1.7272727272727273,1.1477272727272727,0.3414634146341463,1.3414634146341464,1.7804878048780488
France,Nigeria,2,0,Round of 16,2014,2,3.0,1869.428449,26.0,1586.688586,0.5342465753424658,1.8630136986301369,1.1643835616438356,0.2857142857142857,1.0952380952380951,1.4285714285714286
Germany,Algeria,2,1,Round of 16,2014,2,10.0,1735.771984,28.0,1571.033293,0.6607142857142857,2.25,1.1964285714285714,0.2307692307692307,1.0,1.4615384615384617
Netherlands,Mexico,2,1,Round of 16,2014,2,8.0,1751.097835,14.0,1687.481759,0.5454545454545454,1.7454545454545454,0.9454545454545454,0.2833333333333333,1.0333333333333334,1.6833333333333331
Costa Rica,Greece,1,1,Round of 16,2014,1,52.0,1457.00228,48.0,1473.187305,0.2857142857142857,1.0476190476190477,1.8571428571428568,0.2,0.5,2.0
Brazil,Chile,1,1,Round of 16,2014,1,6.0,1765.856297,55.0,1452.939983,0.6666666666666666,2.0789473684210527,0.9473684210526316,0.3333333333333333,1.2121212121212122,1.4848484848484849
Colombia,Uruguay,2,0,Round of 16,2014,2,13.0,1698.351858,16.0,1673.068603,0.4090909090909091,1.4545454545454546,1.3636363636363635,0.423728813559322,1.5084745762711864,1.2881355932203389
Portugal,Ghana,2,1,Group stage,2014,2,5.0,1766.177547,73.0,1346.881205,0.4857142857142857,1.7428571428571429,1.1714285714285717,0.3333333333333333,1.2,1.5333333333333334
Korea Republic,Belgium,0,1,Group stage,2014,0,25.0,1591.630886,9.0,1742.235945,0.1842105263157894,1.0263157894736843,2.0526315789473686,0.4117647058823529,1.3529411764705883,1.4509803921568627
Algeria,Russia,1,1,Group stage,2014,1,28.0,1571.033293,35.0,1527.237131,0.2307692307692307,1.0,1.4615384615384617,0.2857142857142857,1.7142857142857142,1.4285714285714286
Bosnia and Herzegovina,IR Iran,3,1,Group stage,2014,2,64.0,1387.215771,20.0,1619.58163,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.1666666666666666,0.7222222222222222,1.7222222222222223
Nigeria,Argentina,2,3,Group stage,2014,0,26.0,1586.688586,1.0,1876.118331,0.2857142857142857,1.0952380952380951,1.4285714285714286,0.5340909090909091,1.7272727272727273,1.1477272727272727
Honduras,Switzerland,0,3,Group stage,2014,0,65.0,1378.970301,19.0,1650.064179,0.0,0.3333333333333333,1.5555555555555556,0.3414634146341463,1.3414634146341464,1.7804878048780488
Ecuador,France,0,0,Group stage,2014,1,23.0,1598.51582,3.0,1869.428449,0.3846153846153846,1.0769230769230769,1.0769230769230769,0.5342465753424658,1.8630136986301369,1.1643835616438356
